cms_certification_number_ccn,facility_name,address_line_1,address_line_2,citytown,state,zip_code,countyparish,telephone_number,cms_region,measure_code,measure_name,score,footnote,measure_date_range
B51617,"SANTA KATHARINA HOSPICE CARE INC.","18455 BURBANK BLVD",,TARZANA,CA,91356,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51618,"SUMMER BREEZE HEALTHCARE","4959 PALO VERDE STREET, SUITE 106C-3",,MONTCLAIR,CA,91763,"San Bernardino","(909) 541-5618",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51619,"COASTAL HOSPICE CARE","1010 W MAGNOLIA BLVD.",,BURBANK,CA,91506,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51620,"ETERNAL LOVE HOSPICE","144 N GLENDALE AVE SUITE 108",,GLENDALE,CA,91206,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51621,"RELAXED HOME HOSPICE CARE","6303 OWENSMOUTH AVE SUITE 1069",,"WOODLAND HILLS",CA,91367,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51622,"OLIVEGLEN HOSPICE CARE, INC.","121 S GLENOAKS BLVD",,BURBANK,CA,91502,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51623,"QA CARE HOSPICE","303 N GLENOAKS BLVD",,BURBANK,CA,91502,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51624,"RELIACARE HOSPICE, INC.","4119 W BURBANK BLVD SUITE 145",,BURBANK,CA,91505,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51625,"SOUL HOSPICE CARE, INC.","2930 HONOLULU AVE SUITE 200",,GLENDALE,CA,91214,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51626,"BLESS CARE HOSPICE INC","1800 BROADVIEW DR SUITE 266-A",,GLENDALE,CA,91208,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51627,"ATLANTICA MANAGEMENT, INC","10520 MAGNOLIA BLVD",,"NORTH HOLLYWOOD",CA,91601,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51628,"SAUNDERS HOSPICE, LLC","9017 RESEDA BLVD, SUITE 209",,NORTHRIDGE,CA,91324,"Los Angeles","(818) 717-8600",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51629,"HUMBLE HEARTS HOSPICE, INC.","14622 VICTORY BLVD",,"VAN NUYS",CA,91411,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51630,"BURBANK HOSPICE & PALLIATIVE SERVICES, INC.","4119 W BURBANK BLVD",,BURBANK,CA,91505,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51631,"BROTHER'S HOSPICE AND PALLIATIVE CARE, INC","16519 VICTOR STREET, SUITE 302",,VICTORVILLE,CA,92395,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51632,"ETERNAL HOPE HOSPICE INC","7416 FOOTHILL BLVD",,TUJUNGA,CA,91042,,"(818) 826-1726",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51633,"OUR CARE HOSPICE, INC.","14349 VICTORY BLVD UNIT 303",,"VAN NUYS",CA,91401,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51634,"CURAE HOSPICE CARE, INC.","14545 FRIAR ST",,"VAN NUYS",CA,91411,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51635,"SHELTERING ARMS HOSPICE CARE, INC","12444 VICTORY BLVD SUITE 308",,"NORTH HOLLYWOOD",CA,91606,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51636,"TOUCH OF CARE HOSPICE, INC.","5406 SAN FERNANDO RD SUITE #201",,GLENDALE,CA,91203,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51637,"HEART OF HOPE ASIAN AMERICAN HOSPICE CARE, A NONPR","1879 LUNDY AVENUE, SUITE 223",,"SAN JOSE",CA,95131,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51638,"LIGHTHOUSE HOSPICE CARE, INC.","10535 FOOTHILL BLVD SUITE 408",,"RANCHO CUCAMONGA",CA,91730,"San Bernardino","(818) 468-5513",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51639,"ALFA ALLIANCE HOSPICE, INC.","6454 VAN NUYS BLVD",,"VAN NUYS",CA,91401,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51640,"ORANGE COAST HOSPICE SERVICES, INC.","10221 SLATER AVE SUITE 211",,"FOUNTAIN VALLEY",CA,92708,Orange,"(714) 369-6137",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51641,"AURORA SPRING HOSPICE CARE, INC.","435 ORANGE SHOW LN.",,"SAN BERNARDINO",CA,92408,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
B51642,"DIRECT HOSPICE INC","12444 VICTORY BLVD",,"NORTH HOLLYWOOD",CA,91606,,,9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
921788,"MLIFE HOSPICE, INC","10590 MAGNOLIA AVENUE, STE F",,RIVERSIDE,CA,92505,Riverside,"(951) 743-6078",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
921789,"HOLISTIC PALLIATIVE CARE, INC","5707 REDWOOD ROAD, SUITE 1",,OAKLAND,CA,94619,Alameda,"(510) 285-7800",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
921791,"RELIEVE CARE HOSPICE INC.","11631 VICTORY BLVD., SUITE 206",,"N HOLLYWOOD",CA,91606,"Los Angeles","(818) 821-1061",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
921792,"RADIANT HOSPICE","7675 DAGGET STREET, SUITE 370",,"SAN DIEGO",CA,92111,"San Diego","(619) 550-3570",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
921793,"SEA COAST HOSPICE CARE INC","8380 MIRAMAR MALL",,"SAN DIEGO",CA,92121,"San Diego","(858) 452-9300",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
921794,"SEQUOIA HOSPICE","830 HILLVIEW COURT, SUITE 180",,MILPITAS,CA,95035,"Santa Clara","(408) 797-2575",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
921795,"DEVOTED HEALTHCARE, INC","675 W FOOTHILL BLVD SUITE 310",,CLAREMONT,CA,91711,"Los Angeles","(818) 649-1765",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",6.0,,01/01/2021-12/31/2022
921796,"CALIFORNIA PROFESSIONAL HEALTH CARE","17326 EDWARDS RD SUITE A205",,CERRITOS,CA,90703,"Los Angeles","(818) 782-2656",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
921797,"EVEN HOSPICE, INC","13749 VICTORY BLVD, SUITE A",,"VAN NUYS",CA,91401,"Los Angeles","(818) 904-3310",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
921798,"NNN HOSPICE, INC","8001 LAUREL CANYON BLVD, SUITE 207",,"N HOLLYWOOD",CA,91605,"Los Angeles","(818) 771-9331",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
921799,"SPECIAL CARE HOSPICE SERVICES, INC","20953 DEVONSHIRE ST SUITE 7",,CHATSWORTH,CA,91311,"Los Angeles","(818) 291-3072",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
971500,"REGIONAL HOSPICE INC","9644 COURT GLEN DRIVE",,HOUSTON,TX,77099,Harris,"(281) 216-2555",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
971501,"CREST PALLIATIVE CARE","8023 VANTAGE DRIVE STE 315",,"SAN ANTONIO",TX,78230,Bexar,"(210) 469-3200",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971502,"SHALEM HOSPICE CARE LLC","2611 BELTLINE RD STE 127A",,SUNNYVALE,TX,75182,Dallas,"(972) 803-4620",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
971503,"LACKLAND HOSPICE AND PALLIATIVE CARE","1840 LOCKHILL SELMA RD., STE. 103E",,"SAN ANTONIO",TX,78213,Bexar,"(210) 994-5388",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
971504,"DIRECT HOSPICE CARE INC","2020 N LOOP WEST STE 160",,HOUSTON,TX,77018,Harris,"(281) 888-6645",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
971505,"ROAD TO HAPPINESS HOME CARE SERVICES LLC","2600 SOUTH LOOP WEST  SUITE #350",,HOUSTON,TX,77054,Harris,"(713) 702-4927",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",5.0,,01/01/2021-12/31/2022
971506,"KLARUS HOSPICE CARE","4100 INTERNATIONAL PLAZA, SUITE 750",,"FORT WORTH",TX,76109,Tarrant,"(817) 264-3341",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971507,"CONCORD HOSPICE CARE LLC","2010 E BUSINESS HWY 83 STE C",,DONNA,TX,78537,Hidalgo,"(956) 532-7983",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
971508,"PEACE VALLEY HOSPICE","4323 N JOSEY LN STE 100",,CARROLLTON,TX,75010,Denton,"(469) 755-9555",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
971509,"HOLY HOSPICE AND PALLIATIVE CARE LLC","2300 VALLEY VIEW LN STE 915",,IRVING,TX,75062,Dallas,"(214) 556-3300",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
971510,"ENLIGHTENED HEIGHTS HOSPICE AND PALLIATIVE CARE","8212  ITHACA W2",,LUBBOCK,TX,79423,Lubbock,"(806) 993-3900",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971511,"SAINTS HOSPICE INC","502 WATERS EDGE WAY SUITE B",,MURPHY,TX,75094,Collin,"(214) 918-9976",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
971512,"GILEAD COMMUNITY HOME HEALTH INC","2104 ROOSEVELT DR SUITE M",,ARLINGTON,TX,76013,Tarrant,"(817) 801-7100",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
971513,"PERFECTION HOSPICE CARE INCORPORATED","2755 FURLONG DRIVE",,"GRAND PARIRIE",TX,75051,Dallas,"(817) 903-7723",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
971514,"CARING HOSPICE II LLC","2440 TEXAS PARKWAY STE 370 I",,"MISSOURI CITY",TX,77489,"Fort Bend","(713) 529-1402",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
971515,"MERCIFUL HANDS LLC","2305 HWY 6 SOUTH.  SUITE B",,HOUSTON,TX,77077,Harris,"(832) 770-9248",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
971516,"SUMMIT HOME HEALTH CARE","100 NE LOOP 410 STE 1500-A",,"SAN ANTONIO",TX,78216,Bexar,"(210) 615-3877",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971517,"VIDA DE PAZ, LLC","103 N TOWER RD. STE 4",,ALAMO,TX,78516,Hidalgo,"(956) 601-1914",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
971518,"THE MEDICAL TEAM","4 EAST STATE HIGHWAY 359",,HEBBRONVILLE,TX,78361,"Jim Hogg","(361) 527-4007",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
971519,"MMCARE - HOSPICE","18568 FORTY SIX PARKWAY SUITE 3001B",,"SPRING BRANCH",TX,78070,Comal,"(830) 730-7711",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
971520,"TRANSCEND HOSPICE","8600 WURZBACH RD SUITE 702 D",,"SAN ANTONIO",TX,78240,Bexar,"(210) 994-5388",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971521,"BELOVED HOSPICE SERVICES, INC.","2600 S. LOOP W. SUITE #445",,HOUSTON,TX,77054,Bexar,"(281) 299-0567",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
971522,"OLIVE BRANCH HOSPICE","2014 S WHEELER ST, SUITE 250",,JASPER,TX,75951,Jasper,"(409) 384-5700",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
971523,"AMERICAN STAR HOME HEALTH CARE INC","2345 50ST SUITE 301",,LUBBOCK,TX,79412,Lubbock,"(806) 687-6547",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971524,"LIFECARE HEALTH VENTURES, LLC","9550 FOREST LANE STE. 325",,DALLAS,TX,75243,Dallas,"(214) 390-6700",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971525,"SCENIC HEALTHCARE HOSPICE LLC","6260  WESTPARK DR SUITE 266",,HOUSTON,TX,77057,Harris,"(281) 576-1380",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971526,"MAGNOLIA HOSPICE CARE, LLC","5044 CRENSHAW ROAD, SUITE 500D",,PASADENA,TX,77505,Harris,"(281) 957-9752",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
971527,"CAPITOL HOSPICE","7800 IH-10 W STE 800",,"SAN ANTONIO",TX,78230,Bexar,"(210) 538-9090",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
971528,"LIFE CARE HOSPICE AND PALLIATIVE SERVICES LLC","3247 N. 38TH STREET",,MCALLEN,TX,78501,Bexar,"(210) 907-8733",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
971529,"THE MEDICAL TEAM INC","6230 N. BELTLINE, SUITE 303",,IRVING,TX,75063,Dallas,"(512) 418-9555",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
971530,"KNIGHTS OF COMFORT","10412 BEAR CREEK TRAIL",,"FORT WORTH",TX,76244,Tarrant,"(817) 458-3245",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",6.0,,01/01/2021-12/31/2022
971531,"MYFAMILY HOSPICE LLC","10707 CORPORATE DR STE 140",,STAFFORD,TX,77477,"Fort Bend","(713) 271-0095",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971532,"SERENITY HOSPICE SOLUTIONS","523 N. SAM HOUSTON PKWY EAST, SUITE 390",,HOUSTON,TX,77060,Harris,"(281) 402-6971",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
971533,"ABRA HOSPICE, LLC","8045 FM 359 SUITE 103",,FULSHEAR,TX,77471,"Fort Bend","(281) 940-8912",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
971534,"HOPESTONE HOSPICE","284  INTERSTATE 45 S; SUITE 1",,HUNTSVILLE,TX,77340,Walker,"(281) 630-0483",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
971535,"NOSOTROS HOSPICE","4402 VANCE JACKSON RD STE 235C",,"SAN ANTONIO",TX,78230,Bexar,"(210) 239-7598",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971536,"PEACE OF MIND HOSPICE 3, LLC","1840 LOCKHILL SELMA RD. STE 101H",,"SAN ANTONIO",TX,78213,Bexar,"(210) 455-0647",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
971537,"SOVEREIGN HOSPICE INC","1828 MEADOW TRAIL LN",,AUBREY,TX,76227,Denton,"(214) 718-9353",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971538,"BLUE HORIZONS HOSPICE OF SOUTH S A","1945 LOCKHILL SELMA RD SUITE 204",,"SAN ANTONIO",TX,78213,Bexar,"(833) 467-7123",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
971539,"WKM HOSPICE, LLC","3014 E US HIGHWAY 377",,GRANBURY,TX,76049,Hood,"(972) 416-8500",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
971540,"BLUE HORIZONS HOSPICE OF NORTH SA","8102 CEDAR KNOLL",,"SAN ANTONIO",TX,78255,Bexar,"(210) 729-6233",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",5.0,,01/01/2021-12/31/2022
971541,"EVERCARE HOSPICE","6464 SAVOY DRIVE, SUITE 850",,HOUSTON,TX,77036,Harris,"(832) 804-9815",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
971542,"ARMONIA HOSPICE LLC","5732 N. MESA ST.",,"EL PASO",TX,79912,"El Paso","(915) 584-5284",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
971543,"JOURNEYS HOSPICE OF TEXAS LLC","4831 WHIRLWIND STE 1",,"SAN ANTONIO",TX,78217,Bexar,"(833) 467-5468",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",6.0,,01/01/2021-12/31/2022
971545,"ANCHORAGE HOSPICE, INC.","3201 CHERRY RIDGE DR STE B-206",,"SAN ANTONIO",TX,78230,Bexar,"(210) 239-7519",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971546,"PEACE OF MIND HOSPICE 2, LLC","19279 MCKAY DRIVE SUITE 808",,HUMBLE,TX,77338,Harris,"(210) 994-5388",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
971547,"FOUR WINDS HOSPICE, INC.","4402 VANCE JACKSON RD STE 235B",,"SAN ANTONIO",TX,78230,Bexar,"(210) 239-7719",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
971548,"STAIRWAYS HOSPICE INC","10925 ESTATE LANE # 305 C",,DALLAS,TX,75238,Dallas,"(214) 909-2338",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
971549,"SAINT PAUL HOSPICE","9894 BISSONNET STREET, SUITE 320",,HOUSTON,TX,77036,Harris,"(346) 335-8994",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
971550,"SUNRISE HOSPICE, INC.","4402 VANCE JACKSON RD STE 235A",,"SAN ANTONIO",TX,78230,Bexar,"(210) 239-7802",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",5.0,,01/01/2021-12/31/2022
971551,"COMPREHENSIVE HOSPICE CARE INC","9502 COMPUTER DR, STE 102",,"SAN ANTONIO",TX,78229,Bexar,"(210) 614-0200",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
971552,"ALL GENERATIONS HEALTH CARE INC","3307 NORTH MCCOLL SUITE E",,MCALLEN,TX,78501,Hidalgo,"(956) 928-1001",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971553,"ATWELL HOME HEALTH SERVICES INC.","6915 ATWELL DRIVE",,HOUSTON,TX,77081,Harris,"(713) 664-7800",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
971554,"RGV HOSPICE CARE, LLC","20534 NORTH SAM HOUSTON BLVD.",,"RIO HONDO",TX,78583,Cameron,"(956) 752-6160",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
971555,"EPIC 2","1844 LOCKHILL SELMA RD STE 103I",,"SAN ANTONIO",TX,78213,Bexar,"(210) 994-5388",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971556,"CHOSEN HEALTHCARE HOLDINGS, LLC","1445 HERITAGE DR SUITE B",,MCKINNEY,TX,75069,Collin,"(469) 625-1030",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
971557,"BLESSINGS HOSPICE LLC","4100 INTERNATIONAL PLAZA, SUITE 750  ",,"FORT WORTH",TX,76109,Tarrant,"(817) 264-3341",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
971558,"AVENIR HOSPICE CARE LLC","140 ELDRIDGE RD,SUITE A",,"SUGAR LAND",TX,77478,"Fort Bend","(832) 766-0929",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
971559,"WILD ROSE HOSPICE","9950 WESTPARK DRIVE SUITE 646",,HOUSTON,TX,77063,Harris,"(866) 247-7681",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",6.0,,01/01/2021-12/31/2022
971560,"DIVINITY HOSPICE, LLC","5601 BRIDGE STREET, SUITE 300",,"FORT WORTH",TX,76112,Tarrant,"(817) 492-7020",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971561,"TENDER CARE HOME HEALTH & HOSPICE","6400 ESCONDIDO",,"EL PASO",TX,79912,"El Paso","(915) 581-3345",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971562,"GIFTED HEARTS HOSPICE, LLC","1012 E COURT",,SEGUIN,TX,78155,Guadalupe,"(830) 715-9299",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971563,"ARISING HEALTHCARE SERVICES INC","8833 TALTON ST. STE A",,HOUSTON,TX,77078,Harris,"(832) 661-7492",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
971564,"AMAVI HOSPICE AND PALLIATIVE CARE, LLC","5009 N. MCCOLL RD",,MCALLEN,TX,78504,Hidalgo,"(956) 803-0081",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971566,"TEXAS BEST CARE HOSPICE INC","2600 K AVENUE, SUITE 262",,PLANO,TX,75074,Collin,"(972) 424-4401",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
971567,"ALL CARE HOSPICE LLC","158 AZTEC LN SUITE 104",,"VAN ALSTYNE",TX,75495,Grayson,"(469) 226-5440",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
971568,"FORT BEND HOSPICE AND PALLIATIVE CARE, LLC","25118 LAKEVIEW ROAD",,KATY,TX,77494,"Fort Bend","(832) 376-7771",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
971569,"WELLNESS PROXY RESOURCES","1833 W HUNT ST., BLDG. B, STE. 203-9",,MCKINNEY,TX,75069,Collin,"(469) 907-1099",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971570,"TRIO HOSPICE INC.","4444 CORONA STE 205 B",,"CORPUS CHRISTI",TX,78411,Nueces,"(361) 881-8787",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
971571,"AMBER HOSPICE LLC","5802 WATAUGA RD, SUITE 100",,WATAUGA,TX,76148,Tarrant,"(817) 406-1500",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971572,"SONDER HOSPICE","4611 BEE CAVES RD., SUITE 106",,"WEST LAKE HILLS",TX,78746,Travis,"(512) 354-7222",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
971573,"ELEGANT HOSPICE","5718 UNIVERSITY HEIGHTS BLVD SUITE 203",,"SAN ANTONIO",TX,78249,Bexar,"(888) 229-3775",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
971574,"AMEN HOSPICE","415 WOODLINE DRIVE SUITE 1A",,SPRING,TX,77386,Montgomery,"(832) 415-1605",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",6.0,,01/01/2021-12/31/2022
971575,"SPECTRUM HOSPICE INC","2922 ROSEDALE SUITE 1110",,HOUSTON,TX,77004,Harris,"(713) 874-1234",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
971576,"PAX ET VITA HOSPICE AGENCY, LLC","2223 RIVER LODGE LN.",,"SUGAR LAND",TX,77479,"Fort Bend","(346) 901-0194",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
971577,"AMERISTARS BEST CARE INC","2301 OHIO DRIVE SUITE # 285",,PLANO,TX,75093,Collin,"(972) 468-8281",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
971578,"SAN ANTONIO HOSPICE CARE","1850 LOCKHILL SELMA, STE. #102",,"SAN ANTONIO",TX,78213,Bexar,"(210) 281-5888",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
971579,"LOVING ARMS HOSPICE LLC","5460 BABCOCK RD. STE. 120",,"SAN ANTONIO",TX,78240,Bexar,"(210) 281-8727",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
